NIP,Label,MD,MI,MS,MC,LD,LI,LS,LC,CD,CI,CS,CC,N,G,A,L,P,I,T,V,X,S,B,O,R,D,C,Z,E,K,F,W,DA,FLX,KM,KN,KP,KV,KS,KI,LB,MB,OH,PM,SK
21787733,VD,2,5,10,4,8,5,2,4,-6,0,8,0,2,4,3,4,6,4,3,9,3,6,5,6,4,0,3,5,8,2,7,6,3,3,4,5,3,5,4,4,5,2,2,3,2
21647715,HA,5,2,3,4,7,3,2,6,-2,-1,1,-2,7,3,4,4,5,3,6,4,3,3,5,4,4,7,8,3,3,3,4,7,2,2,2,3,4,3,3,2,3,2,3,3,3
21657725,HA,4,5,5,3,10,4,2,6,-6,1,3,-3,7,4,3,5,7,6,2,4,0,4,2,6,3,3,8,6,6,5,2,7,3,4,3,3,2,4,3,3,3,2,3,3,2
21677744,HA,6,5,3,3,7,3,3,4,-1,2,0,-1,7,3,5,5,7,9,5,4,3,3,3,3,5,4,3,7,4,3,4,3,3,4,3,3,3,3,4,4,3,2,3,3,2
21787754,HA,0,5,11,2,8,5,0,5,-8,0,11,-3,1,0,3,3,5,8,4,5,3,7,4,6,3,1,6,5,8,5,6,7,4,4,2,5,2,5,3,3,4,1,2,2,2
21787767,HSP,9,2,1,5,6,5,3,5,3,-3,-2,0,6,5,4,7,8,7,3,3,2,3,5,4,6,5,5,5,1,3,3,5,4,2,5,2,3,3,3,2,3,3,4,3,4
21797708,VD,6,6,1,2,7,3,4,4,-1,3,-3,-2,3,4,5,5,6,8,4,2,3,7,8,5,4,4,5,7,2,2,4,2,3,3,3,1,3,4,3,3,3,2,3,3,3
21677727,HA,3,5,4,6,5,4,6,2,-2,1,-2,4,7,5,7,3,6,1,3,4,1,6,3,5,6,5,7,4,5,2,5,5,3,3,3,1,4,3,4,3,2,3,4,3,3
21687720,HA,2,7,4,3,6,4,6,4,-4,3,-2,-1,3,6,3,3,6,3,3,3,4,9,7,6,5,5,4,4,4,7,3,2,3,3,2,4,3,4,3,3,4,2,3,3,3
21647732,HA,4,5,8,2,8,3,1,5,-4,2,7,-3,5,6,7,3,4,6,1,5,0,7,6,7,4,5,1,4,7,4,3,5,3,4,2,4,3,4,3,3,4,3,4,3,2
21687727,HA,5,4,3,4,6,5,3,3,-1,-1,0,1,8,3,5,8,7,6,4,2,1,5,2,7,6,5,2,5,4,6,2,5,2,3,2,2,4,5,2,3,4,2,3,3,3
21707735,HA,4,2,7,3,9,8,1,3,-5,-6,6,0,7,7,4,0,2,4,6,5,3,5,7,6,7,5,2,1,4,5,3,7,3,2,1,3,3,3,3,3,2,2,3,3,3
21697722,HA,5,2,2,7,7,4,6,3,-2,-2,-4,4,7,4,4,5,6,2,1,4,2,5,3,3,8,6,7,7,3,6,3,4,3,2,3,5,3,5,2,2,5,2,3,3,4
21727752,HA,2,1,4,10,8,6,4,0,-6,-5,0,10,2,4,7,5,6,7,7,5,6,2,1,3,6,4,5,6,0,5,3,6,3,3,3,4,4,3,2,2,3,3,3,2,4
21737729,HA,1,4,7,3,10,5,1,4,-9,-1,6,-1,6,5,3,3,5,3,2,4,3,8,5,6,4,2,9,2,5,2,7,6,2,3,1,2,3,2,3,3,2,2,3,3,2
21747730,HA,5,6,3,5,4,6,3,6,1,0,0,-1,6,6,4,6,7,7,3,3,3,1,3,4,8,2,5,6,4,6,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3
21757703,HA,8,3,1,4,4,7,4,5,4,-4,-3,-1,7,3,6,7,7,7,5,1,1,2,4,3,6,4,7,5,3,4,4,4,3,2,4,3,3,3,3,2,3,4,4,4,3
21757732,HA,8,8,1,1,2,4,4,7,6,4,-3,-6,6,3,6,9,9,8,6,2,3,6,4,2,3,2,4,7,2,4,2,2,3,3,4,3,3,4,3,3,3,4,3,3,2
21757734,HA,1,0,3,12,10,7,0,1,-9,-7,3,11,8,4,6,1,3,1,4,3,4,2,2,4,8,9,7,7,6,2,3,6,4,3,1,4,4,4,3,3,4,3,3,2,3
21697739,HA,5,4,1,7,5,4,3,6,0,0,-2,1,7,5,7,7,7,6,3,4,3,5,3,6,6,2,3,2,4,5,2,3,2,2,4,2,4,3,4,3,2,3,4,4,3
21707727,HA,6,4,6,4,6,4,5,3,0,0,1,1,6,4,3,7,6,6,3,5,4,2,4,5,4,7,5,3,2,4,3,7,2,3,3,3,3,3,4,3,3,2,3,3,3
21757736,HA,3,1,5,8,6,9,4,1,-3,-8,1,7,6,6,8,3,5,5,4,3,5,1,5,3,5,5,7,4,6,3,3,3,3,2,2,5,4,4,3,2,4,3,4,3,4
21767713,HA,5,3,5,5,7,5,2,2,-2,-2,3,3,8,5,7,6,4,4,5,4,4,4,5,6,6,4,2,3,5,1,2,5,2,3,3,1,4,2,3,3,1,3,3,3,3
21817775,HA,7,3,3,5,6,4,5,5,1,-1,-2,0,8,5,6,6,4,6,8,5,3,3,3,5,6,3,3,4,0,5,3,4,4,4,4,2,4,4,4,3,3,4,3,4,3
21687716,HA,9,1,2,4,6,3,3,4,3,-2,-1,0,7,7,6,2,3,3,3,6,3,3,2,5,7,5,6,8,3,4,2,5,1,2,3,2,3,3,3,2,2,4,5,3,4
21777728,HA,2,6,7,2,6,2,5,7,-4,4,2,-5,5,7,5,3,5,3,1,5,2,9,5,6,5,4,3,7,5,4,3,3,3,4,2,3,2,3,4,3,3,3,3,2,2
21637725,HA,10,3,0,4,2,3,4,8,8,0,-4,-4,2,5,6,8,9,8,4,4,4,5,3,3,5,0,2,8,4,7,3,0,3,2,4,4,3,3,2,3,3,4,2,3,1
21787711,HA,5,4,6,4,7,4,3,5,-2,0,3,-1,8,6,8,8,2,6,1,3,3,5,8,3,7,2,3,3,4,2,3,5,4,4,3,5,4,4,3,3,4,3,3,4,3
21777735,HA,4,2,2,7,6,7,3,5,-2,-5,-1,2,7,4,5,2,1,5,7,1,6,8,5,3,7,4,4,4,3,7,3,4,4,2,1,3,4,3,3,2,3,2,4,3,4
21827742,Dir,6,4,7,3,7,2,4,3,-1,2,3,0,8,3,6,8,4,6,5,1,3,4,6,4,2,9,4,5,3,1,3,5,2,4,4,3,3,2,4,3,3,3,3,3,3
21797739,HA,1,0,8,3,8,4,2,4,-7,-4,6,-1,8,4,5,4,1,6,2,3,2,9,5,3,8,2,3,5,4,5,3,9,2,3,1,4,3,5,3,3,4,2,3,3,3
21837734,HA,10,5,3,1,2,1,6,10,8,4,-3,-9,5,5,6,9,7,7,3,6,5,6,6,5,3,1,1,7,4,3,0,1,3,3,4,3,3,5,4,3,4,4,2,3,1
21777753,HA,2,5,5,3,10,5,3,4,-8,0,2,-1,4,3,5,4,5,2,0,4,4,5,4,6,6,8,7,3,6,4,5,5,3,3,4,5,3,4,4,4,4,2,3,3,3
21737728,HA,3,3,7,5,7,2,2,7,-4,1,5,-2,8,7,7,2,4,6,3,4,4,5,4,6,6,4,4,4,4,0,2,6,2,4,3,3,3,3,4,4,3,3,4,3,3
21757733,HA,5,5,5,2,7,4,3,7,-2,1,2,-5,6,1,6,7,9,6,5,1,2,5,3,4,5,4,3,4,8,6,3,2,3,3,3,1,3,4,3,3,3,2,3,3,2
21787703,HA,5,1,7,6,6,5,3,4,-1,-4,4,2,8,7,7,5,5,3,4,1,3,2,2,3,8,4,7,4,4,6,2,5,3,3,2,1,4,3,2,2,2,3,4,3,4
21817731,HA,9,1,0,6,8,6,4,2,1,-5,-4,4,8,3,5,8,6,6,6,4,4,2,2,2,6,0,6,7,4,5,2,4,4,2,3,4,4,4,2,2,4,3,3,4,3
21837738,HA,5,3,6,7,4,6,3,3,1,-3,3,4,8,7,4,5,6,1,4,1,5,4,2,2,7,5,6,4,5,4,4,6,4,3,3,3,4,3,2,2,4,3,4,3,4
21747751,HA,7,1,0,7,3,6,4,4,4,-5,-4,3,4,4,7,6,4,7,3,6,5,6,3,6,5,3,2,5,3,6,1,4,5,2,4,5,3,5,3,3,5,3,3,3,3
21787731,HA,7,6,0,5,7,6,3,3,0,0,-3,2,5,6,4,6,6,8,5,2,4,4,6,3,5,2,4,7,3,3,3,4,3,3,4,3,4,4,3,3,4,3,3,3,3
21787751,HA,2,9,3,4,7,3,3,4,-5,6,0,0,4,4,7,3,4,8,4,4,3,4,6,5,5,4,4,6,5,5,2,3,2,3,2,2,3,2,4,3,2,3,3,3,3
21797715,HA,0,3,10,5,12,6,0,2,-12,-3,10,3,7,7,5,1,2,2,4,1,3,6,8,4,8,9,5,3,2,7,4,7,2,3,1,5,3,4,3,3,4,3,3,3,3
21857764,HRP,4,6,5,3,6,8,2,7,-2,-2,3,-4,5,4,6,2,5,3,5,2,6,6,5,5,4,4,8,6,7,6,4,3,1,3,1,1,3,1,4,3,1,3,3,2,3
21797750,HA,4,1,8,5,8,7,4,0,-4,-6,4,5,7,7,6,0,3,7,6,2,3,3,5,4,7,3,5,3,5,5,3,6,4,3,1,4,4,3,3,3,4,3,4,3,4
21807729,HA,8,2,2,5,6,4,3,5,2,-2,-1,0,5,7,8,7,7,7,4,1,0,5,4,4,4,4,3,8,3,3,1,5,4,2,4,2,4,3,3,2,3,3,3,4,3
21877703,HA,8,1,2,8,7,5,3,3,1,-4,-1,5,5,9,7,6,5,5,4,1,7,3,3,3,5,4,6,5,2,5,4,2,4,2,4,4,4,5,2,2,5,3,3,3,3
21777768,HA,2,0,5,7,10,8,3,1,-8,-8,2,6,7,5,3,3,1,3,2,2,1,6,4,6,8,5,7,8,4,2,6,7,3,2,1,2,3,4,3,3,3,2,4,3,4
21667745,HA,3,2,9,4,7,7,2,3,-4,-5,7,1,6,4,5,4,5,3,0,4,1,7,3,4,8,8,5,4,2,6,5,6,2,3,2,2,3,3,3,3,2,2,4,2,3
21807708,HA,8,3,2,4,7,5,3,4,1,-2,-1,0,6,7,7,6,7,7,2,3,2,5,4,2,3,5,4,6,3,3,3,5,3,3,4,3,3,2,2,2,2,4,4,3,3
21807749,HA,5,0,2,9,3,8,5,3,2,-8,-3,6,7,6,8,5,4,3,2,6,3,1,2,2,7,4,7,6,4,6,3,4,3,2,3,2,4,4,2,2,3,3,4,4,3
21707734,HA,11,1,2,4,5,6,3,4,6,-5,-1,0,6,4,6,9,6,6,2,1,3,4,2,4,8,3,3,5,5,4,4,5,2,2,4,2,3,3,3,2,3,4,3,3,3
21737753,HA,1,6,5,6,9,7,1,3,-8,-1,4,3,8,7,6,6,6,6,3,6,6,2,1,7,7,2,2,2,4,4,3,2,4,2,3,4,4,4,2,2,4,3,3,3,3
21777710,HA,10,3,1,3,5,8,3,4,5,-5,-2,-1,5,7,7,5,6,4,4,5,1,4,3,3,6,4,4,8,2,5,1,6,4,2,4,3,3,4,2,2,3,4,4,3,3
21807714,HA,4,7,5,5,7,4,4,4,-3,3,1,1,4,7,4,9,7,2,4,2,4,6,8,7,5,4,3,3,3,2,2,4,3,3,2,3,3,3,3,4,3,3,3,3,2
21807737,HA,5,7,4,0,5,3,2,8,0,4,2,-8,7,4,4,7,5,6,6,3,3,8,4,6,3,0,4,5,4,3,3,5,3,4,3,3,3,3,4,3,3,2,2,3,1
21827703,HA,9,4,1,6,4,5,4,3,5,-1,-3,3,6,7,6,6,5,4,3,3,4,3,5,5,5,4,6,4,4,5,2,3,2,2,4,3,4,3,3,2,3,3,4,4,3
21847778,HA,1,3,9,5,10,3,4,0,-9,0,5,5,8,6,6,1,2,4,5,3,5,3,3,3,6,7,6,2,4,3,7,6,1,3,1,1,4,2,3,3,2,4,4,3,3
21787721,HA,7,5,4,2,5,2,6,6,2,3,-2,-4,5,7,5,8,3,4,2,7,2,7,3,6,4,1,2,6,3,5,7,3,2,3,3,2,3,3,4,3,3,4,3,3,2
21747703,HA,8,3,2,5,7,8,2,3,1,-5,0,2,7,5,7,8,6,4,4,3,4,5,2,3,4,2,6,4,4,4,4,4,2,3,2,4,4,3,2,3,3,4,4,3,4
21707726,HA,6,6,4,3,3,5,5,5,3,1,-1,-2,5,5,5,7,6,7,6,3,2,5,4,8,6,0,2,4,4,6,2,3,2,3,3,2,3,3,4,4,2,3,2,3,1
21667712,HA,6,2,3,7,7,6,3,4,-1,-4,0,3,7,8,8,6,8,7,4,2,3,2,3,2,6,4,5,5,1,3,1,5,2,3,3,4,4,3,2,2,3,2,4,3,4
21877753,Dir,10,3,2,3,4,3,2,7,6,0,0,-4,6,4,6,9,8,7,5,5,3,5,5,4,5,1,1,6,3,2,1,4,3,2,3,4,3,4,3,2,4,3,2,4,1
21677709,HA,6,9,3,1,4,2,5,7,2,7,-2,-6,3,5,3,6,5,6,4,5,3,3,3,7,4,2,5,8,5,7,3,3,4,3,4,2,3,4,3,3,3,4,3,3,3
21697729,HA,7,2,3,4,5,2,6,4,2,0,-3,0,6,7,4,7,6,7,4,4,2,5,3,3,5,2,3,8,1,8,3,2,3,1,4,4,4,4,2,2,4,3,3,4,3
21637712,HA,6,8,2,2,6,4,4,4,0,4,-2,-2,8,4,4,5,5,6,3,2,3,6,6,5,5,3,7,5,4,3,1,5,2,3,2,2,3,2,4,4,2,2,3,3,3
21747749,HA,0,2,6,10,4,10,2,0,-4,-8,4,10,7,3,4,3,6,6,4,1,1,1,2,4,7,7,8,7,5,5,3,6,2,2,2,3,4,5,3,2,4,2,3,3,3
21887714,SSP,3,7,4,2,4,4,5,5,-1,3,-1,-3,2,4,5,4,6,7,8,4,3,7,7,7,4,2,3,6,2,0,4,5,4,4,2,5,2,5,3,4,5,2,3,3,2
21737744,HA,4,2,4,7,7,8,3,2,-3,-6,1,5,8,9,5,3,4,1,1,2,4,7,4,3,5,7,5,6,5,2,2,7,4,3,2,3,3,3,3,3,3,2,4,2,4
21827719,HA,9,5,2,4,5,5,7,4,4,0,-5,0,4,3,7,8,6,7,5,1,2,2,4,6,6,7,5,7,1,6,1,2,5,3,4,5,3,4,3,2,4,4,3,3,3
21867790,HA,7,2,1,9,6,5,3,4,1,-3,-2,5,6,5,6,3,3,7,5,2,1,6,7,4,6,5,3,6,3,3,3,6,4,3,3,4,4,3,2,2,3,3,4,4,3
21647756,HA,1,3,9,4,8,4,2,3,-7,-1,7,1,5,7,5,2,7,2,2,3,2,7,5,5,6,5,3,3,8,1,5,7,1,3,2,1,3,3,4,3,2,3,4,2,3
21887776,HD,6,0,5,7,4,11,3,1,2,-11,2,6,9,6,7,5,6,2,3,2,2,0,2,3,8,9,7,5,3,3,2,6,4,3,3,4,4,4,2,2,4,4,4,3,3
21627717,HA,2,2,4,8,9,8,3,1,-7,-6,1,7,7,5,5,3,5,4,4,3,2,3,2,4,7,4,7,7,5,3,5,5,1,3,2,1,4,1,3,3,1,3,4,3,4
21667727,HA,8,1,3,6,4,6,8,4,4,-5,-5,2,7,4,3,4,3,7,4,1,3,2,3,6,8,6,6,5,3,4,7,4,5,2,3,5,4,5,3,2,5,2,3,4,3
21697721,HA,6,4,5,4,7,3,4,6,-1,1,1,-2,7,2,3,4,6,6,1,4,2,8,6,5,5,6,4,5,5,4,3,4,1,3,4,3,3,2,4,3,2,2,3,4,3
21737758,HA,3,3,6,6,11,5,2,1,-8,-2,4,5,7,4,3,3,7,3,0,3,1,7,5,3,9,7,4,5,5,5,2,7,2,3,2,5,3,4,3,3,4,2,3,2,4
21787701,HA,2,5,9,3,9,5,0,4,-7,0,9,-1,1,5,5,5,5,3,4,6,3,8,8,7,3,1,3,2,7,2,8,4,2,3,4,1,4,4,3,3,3,3,3,3,2
21597711,HA,4,4,5,5,6,4,3,6,-2,0,2,-1,7,3,2,5,6,4,2,5,1,3,5,4,6,5,7,4,5,4,4,8,2,3,4,1,3,4,4,3,3,2,3,3,3
21637701,HA,5,4,4,5,10,5,3,1,-5,-1,1,4,8,6,5,7,6,4,3,3,3,4,3,4,6,4,6,4,2,5,3,4,1,3,3,2,4,2,3,3,1,3,4,3,4
21897758,HA,1,2,6,10,11,5,1,4,-10,-3,5,6,7,5,2,3,5,2,4,2,4,6,3,6,7,8,5,5,3,2,5,6,5,3,2,5,4,5,3,3,5,2,4,3,4
21857776,HA,0,3,10,3,11,4,1,5,-11,-1,9,-2,8,6,6,2,3,3,3,2,5,9,6,6,1,8,5,1,6,0,4,6,3,3,1,5,3,5,3,3,4,3,4,3,3
21797767,HA,8,2,0,8,6,6,5,3,2,-4,-5,5,5,4,7,6,6,6,3,3,4,7,5,4,6,2,6,6,2,2,3,3,3,2,4,4,3,5,3,3,4,3,3,3,3
21667710,HA,7,6,1,3,9,3,2,5,-2,3,-1,-2,3,4,4,8,6,7,3,4,2,6,6,6,4,1,2,5,6,2,8,3,2,3,2,2,3,3,4,4,2,2,2,3,2
21667702,HA,10,6,1,1,2,3,6,6,8,3,-5,-5,5,6,6,9,8,6,4,6,1,4,5,5,5,2,1,7,2,5,1,2,3,2,4,4,3,4,3,2,4,5,3,4,1
21677726,HA,8,3,2,5,8,3,3,5,0,0,-1,0,5,4,6,8,6,7,5,4,2,5,4,3,6,1,3,4,2,6,6,3,3,2,3,2,4,2,3,2,2,3,2,3,2
21687705,HA,8,1,2,7,7,6,1,3,1,-5,1,4,7,5,5,7,6,4,3,2,2,3,4,3,5,7,7,5,2,3,4,6,3,3,3,4,4,3,3,2,3,4,4,3,4
21717711,HA,5,5,5,3,4,4,7,3,1,1,-2,0,5,3,3,3,7,6,1,7,5,2,3,5,4,8,5,4,6,6,3,4,1,4,3,2,2,1,4,3,1,2,3,2,2
21757722,HA,7,6,0,4,6,6,3,6,1,0,-3,-2,5,5,5,7,7,7,2,5,1,3,4,5,5,4,4,7,3,3,3,5,5,4,3,5,3,5,4,2,5,4,4,3,3
21907727,HA,5,1,3,10,9,8,1,2,-4,-7,2,8,8,6,6,1,3,1,4,2,5,3,3,4,8,9,7,3,4,4,3,6,3,3,1,3,4,4,3,3,4,3,4,3,3
21957708,HA,3,5,4,5,8,4,4,4,-5,1,0,1,8,6,5,1,5,5,5,4,3,5,5,4,6,4,3,2,6,3,6,4,4,3,2,5,4,5,4,3,5,3,3,3,3
21847721,HA,3,2,6,6,10,5,1,2,-7,-3,5,4,6,6,6,1,2,3,3,1,4,2,3,6,9,6,8,3,6,2,5,8,4,2,1,5,4,4,3,3,4,3,4,3,3
21807721,HD,2,3,14,2,13,4,2,2,-11,-1,12,0,4,5,5,0,5,4,5,5,4,8,5,5,2,4,3,2,9,2,7,6,4,4,1,5,3,5,4,3,5,3,3,2,3
21707702,HA,4,1,3,8,10,5,3,2,-6,-4,0,6,9,4,6,3,4,0,3,6,2,6,3,3,7,9,5,4,2,5,3,6,3,3,2,3,3,2,2,3,2,3,3,2,3
21817755,HA,0,0,5,12,7,8,2,2,-7,-8,3,10,6,7,5,2,2,2,3,4,1,1,4,5,8,4,8,5,6,6,3,8,3,2,2,3,4,3,3,2,3,3,3,3,3
21827774,HA,2,13,3,1,6,2,3,6,-4,11,0,-5,7,7,6,5,6,3,3,3,3,7,4,7,2,4,4,6,7,2,1,3,3,4,3,2,3,2,3,3,2,3,4,3,2
21837707,HA,7,4,3,5,5,5,5,3,2,-1,-2,2,5,8,4,6,8,6,4,5,2,2,6,2,5,3,4,8,2,6,2,2,3,1,4,3,3,3,2,2,3,3,3,3,3
21857721,HA,4,5,4,2,10,3,4,2,-6,2,0,0,3,4,4,8,4,2,3,3,3,7,4,6,4,4,2,8,8,5,5,3,4,3,2,3,3,3,4,3,3,3,3,2,2
21897744,HA,9,6,1,2,2,2,8,4,7,4,-7,-2,7,5,5,6,2,7,3,5,4,5,6,4,7,0,1,8,6,3,4,2,3,2,4,4,3,4,3,3,4,4,2,4,2
21907718,HA,3,2,6,8,12,5,0,3,-9,-3,6,5,5,5,6,3,1,2,1,2,6,7,4,5,6,7,8,2,4,4,5,7,4,2,1,4,3,3,3,3,4,3,3,2,3
21907749,HA,5,2,6,5,6,5,5,4,-1,-3,1,1,4,5,7,6,6,4,7,4,3,5,6,6,3,2,6,5,3,4,2,2,3,2,3,3,4,3,3,3,4,3,4,2,4
21897717,HA,2,1,7,7,10,8,0,2,-8,-7,7,5,9,6,6,2,3,2,2,4,2,6,3,5,7,3,8,4,5,5,2,6,4,3,2,3,4,3,3,3,3,3,4,2,3
21837723,HA,5,2,4,5,4,5,5,2,1,-3,-1,3,5,6,6,3,7,1,5,2,3,3,4,3,6,8,6,6,5,7,4,5,3,2,3,2,4,3,3,2,3,4,4,3,3
21907728,HA,4,4,6,2,5,5,6,4,-1,-1,0,-2,7,5,3,9,7,6,5,1,2,8,7,4,2,2,5,4,2,5,3,3,4,3,3,4,3,4,3,3,4,2,4,3,2
21927743,HA,1,2,6,8,13,3,0,3,-12,-1,6,5,3,5,6,2,3,3,4,1,4,7,4,6,8,6,7,5,2,2,7,5,3,3,2,3,4,4,3,3,4,3,4,2,4
21847702,HA,5,1,9,5,6,7,3,3,-1,-6,6,2,8,4,6,7,5,4,3,6,4,5,4,3,4,3,6,5,3,2,2,6,1,3,2,1,3,2,3,3,2,3,4,2,3
21747705,HA,1,4,5,4,8,8,1,3,-7,-4,4,1,9,6,7,4,5,3,3,4,0,3,2,4,3,5,9,6,5,3,3,6,4,4,2,3,3,5,3,2,5,3,4,2,3
21787703,HA,4,3,2,5,8,5,2,6,-4,-2,0,-1,8,5,6,6,3,7,5,5,4,2,1,4,5,2,3,7,5,4,4,4,4,2,2,2,4,5,2,2,3,3,3,3,3
21807701,HA,5,3,5,6,5,5,4,6,0,-2,1,0,8,9,7,6,4,3,4,2,3,3,7,4,7,4,4,4,3,1,3,4,3,3,3,5,4,4,2,3,4,2,4,2,4
21847781,HA,10,2,1,6,4,6,8,4,6,-4,-7,2,7,5,7,6,8,6,3,0,4,2,3,1,8,7,6,3,2,6,2,4,5,2,4,4,4,5,2,2,4,3,4,4,3
21847702,HA,4,2,5,4,7,6,2,3,-3,-4,3,1,6,6,6,5,5,8,6,3,0,1,6,9,1,4,7,4,4,4,1,4,5,3,2,5,4,5,3,2,5,3,4,3,3
21887706,HA,4,5,4,5,9,2,5,6,-5,3,-1,-1,2,5,6,5,5,2,4,1,4,5,2,5,9,5,5,8,4,4,6,3,4,3,2,5,3,3,4,4,4,3,4,2,3
21887710,HA,9,4,1,5,3,6,6,3,6,-2,-5,2,9,8,6,9,7,3,3,4,2,5,3,3,4,6,1,5,2,3,2,5,3,2,3,3,3,5,2,2,5,3,2,3,2
21937707,HA,8,5,3,3,8,2,3,6,0,3,0,-3,8,5,5,5,4,7,4,4,2,5,5,4,8,1,2,6,4,2,4,5,5,4,3,5,3,5,4,3,5,3,3,3,1
21807735,HA,6,3,3,5,5,5,2,4,1,-2,1,1,5,5,9,6,5,6,4,3,2,3,4,5,5,5,5,4,3,4,3,4,4,3,3,4,4,3,3,2,3,3,4,3,4
21837704,HA,5,2,3,10,6,6,2,3,-1,-4,1,7,3,6,8,2,4,4,5,4,4,3,4,4,7,3,5,7,6,4,4,3,3,3,2,2,4,3,3,3,3,3,4,2,4
21867705,HA,8,2,1,5,4,5,5,4,4,-3,-4,1,8,6,5,8,7,3,2,1,2,3,2,4,7,5,7,8,3,4,1,4,5,2,3,5,4,5,3,2,5,3,4,4,3
21887701,HA,2,1,4,10,9,5,1,4,-7,-4,3,6,3,7,5,2,5,2,2,3,3,1,5,7,8,8,7,5,5,2,4,6,4,3,2,5,3,4,2,2,4,3,3,2,3
21867736,HA,13,3,3,3,5,6,3,2,8,-3,0,1,8,6,6,6,7,2,3,2,5,6,4,2,2,4,9,5,5,5,3,2,4,2,4,3,3,2,2,3,2,4,4,3,2
21867771,HA,2,3,8,5,7,8,3,3,-5,-5,5,2,3,3,6,4,6,2,1,5,5,5,1,5,7,8,6,4,4,5,4,6,5,3,2,2,3,5,3,3,4,3,3,2,3
21867773,HA,7,2,3,5,4,6,4,5,3,-4,-1,0,6,4,5,6,6,8,8,5,6,3,5,7,2,1,4,5,4,2,2,1,2,1,4,2,4,2,2,2,2,3,3,4,3
21877719,HA,0,4,11,1,7,4,0,6,-7,0,11,-5,3,5,4,2,3,3,4,8,2,9,7,7,2,4,1,5,7,6,3,9,5,3,2,5,2,4,2,3,4,2,2,2,2
21847735,HA,6,4,1,5,6,4,3,4,0,0,-2,1,8,3,3,5,4,8,4,3,3,4,1,8,2,6,8,2,2,4,4,2,4,2,3,1,3,2,3,3,2,2,3,3,3
21857773,HA,2,0,11,6,12,5,0,4,-10,-5,11,2,7,6,7,0,0,1,6,4,5,6,4,4,4,5,8,6,5,7,6,7,3,3,1,1,4,2,3,3,2,3,4,3,3
21867716,HA,10,0,1,6,5,4,9,2,5,-4,-8,4,5,4,7,6,6,6,4,2,3,2,3,4,8,6,6,5,1,4,3,5,4,2,4,3,4,5,3,2,5,3,3,3,3
21877716,HA,3,4,6,4,9,5,3,5,-6,-1,3,-1,6,4,5,8,9,5,6,3,5,4,4,4,6,0,6,6,3,6,1,5,3,4,2,3,3,5,3,3,4,2,3,3,3
21937729,HA,3,7,8,0,8,3,4,5,-5,4,4,-5,6,5,2,3,3,1,5,6,2,8,7,8,4,2,5,4,6,6,3,6,4,4,2,4,3,5,3,3,4,2,4,3,2
21877766,HD,9,1,2,6,3,7,6,2,6,-6,-4,4,9,7,5,4,4,7,5,1,4,1,5,4,8,3,4,6,5,4,0,4,5,2,3,5,4,5,3,2,5,3,4,4,3
21927707,HA,5,0,6,9,6,10,3,0,-1,-10,3,9,8,5,5,6,7,2,4,4,5,1,0,3,7,5,8,5,3,4,2,6,3,3,3,4,4,4,2,2,4,3,4,3,4
21937729,HA,4,2,3,6,6,4,4,4,-2,-2,-1,2,8,3,3,7,4,8,4,3,2,6,5,2,3,2,7,6,2,5,4,6,4,3,3,3,3,3,2,3,3,2,3,3,3
21817702,HA,7,6,3,3,6,6,3,3,1,0,0,0,6,7,6,4,7,2,0,4,3,8,4,5,5,5,4,4,6,8,2,6,1,3,4,2,3,3,4,3,2,4,4,3,3
21927704,HA,6,2,7,7,6,7,0,5,0,-5,7,2,5,7,4,5,7,2,4,4,3,0,3,5,8,5,4,4,6,4,4,6,3,3,2,2,3,3,3,2,2,2,3,2,3
21977701,HA,5,0,8,5,5,7,5,2,0,-7,3,3,8,1,4,4,3,4,6,3,3,5,5,7,4,6,7,3,5,8,3,5,5,3,2,3,3,4,2,3,4,2,3,2,4
21877791,HA,9,2,4,4,6,6,1,6,3,-4,3,-2,6,8,3,8,4,4,3,3,3,4,8,8,4,3,3,6,5,0,5,2,3,2,3,3,3,3,2,2,2,2,3,2,3
21977703,HA,6,3,5,2,4,4,9,4,2,-1,-4,-2,4,5,5,3,8,5,7,3,2,4,4,4,7,3,4,3,4,5,1,7,3,3,2,5,3,5,3,3,5,3,4,3,3
21207701,HA,1,3,3,9,6,7,3,1,-5,-4,0,8,9,8,6,0,3,5,6,5,0,3,2,4,5,6,5,5,2,4,4,8,3,2,1,4,4,5,3,2,4,3,3,2,4
21847708,HA,1,5,6,5,7,3,6,5,-6,2,0,0,7,7,8,4,4,2,6,2,4,6,4,4,5,4,5,1,4,3,4,6,2,3,2,1,4,2,4,4,2,3,4,3,3
21887721,HA,9,4,4,2,4,3,4,8,5,1,0,-6,8,7,3,7,6,6,5,6,4,4,2,2,3,2,3,6,2,5,3,7,2,2,4,3,3,4,3,3,4,3,3,3,2
21897712,HA,5,2,6,3,5,5,4,5,0,-3,2,-2,7,4,7,3,4,3,4,2,1,3,4,5,7,8,5,4,6,3,3,7,3,3,1,3,3,5,4,2,3,3,4,2,3
21887734,HA,11,2,3,1,5,6,2,5,6,-4,1,-4,8,3,7,8,5,6,5,2,2,4,4,4,6,1,5,5,5,3,2,6,4,3,3,5,3,5,3,2,4,3,3,3,2
21887743,HSP,8,0,3,7,3,7,5,3,5,-7,-2,4,5,4,7,6,6,4,4,3,3,1,5,4,7,7,6,5,3,7,4,5,4,2,4,2,4,3,3,2,2,3,3,3,3
